drugName,condition,review,rating,usefulCount,condition_cat,stemmedReview
Nardil,Depression,"""This medication is brilliant.  Completely got rid of my depression and social phobia. I take 75mg/day.  The SSRI&#039;s didn&#039;t really work.  Was laying on the bed all day thinking of suicide and death.  After I started Nardil my life completely changed.  Thank goodness for the medication.""",10.0,47,40,thi medic brilliant complet got rid depress social phobia i mg day the ssri realli work wa lay bed day think suicid death after i start nardil life complet chang thank good medic
Milnacipran,ibromyalgia,"""The medication helped my pain and did not increase my appetite. But I ended up in the hospital with 75% of the side effects including irregular heart rate and low potassium levels. """,2.0,29,134,the medic help pain increas appetit but i end hospit side effect includ irregular heart rate low potassium level
Ledipasvir / sofosbuvir,Hepatitis C,"""I&#039;m 65, female and last night I took my first pill.  I&#039;ve had Hep C since about 1975.  I looked at that pill a long time before I took it.  It seems too good to be true and I&#039;m afraid of the side effects.  Still this morning I still feel the same as ever.  It would be nice if it just continued this way.  I will make it through this treatment and I will get cured.""",9.0,18,60,i femal last night i took first pill i hep c sinc i look pill long time i took it seem good true i afraid side effect still morn i still feel ever it would nice continu way i make treatment i get cure
Oxymorphone,Pain,"""After breaking my neck and back in a car accident I was given 2 40 mg Oxycontin and 6 5mg oxycodone IR per day. Over a period of 12 months the effectiveness decreased. Introduced to Opana, they worked 10x better without having the euphoric feeling (major for me). Due to cost, I switched from Opana ER 2x40mg. per day to the generic oxymorphone 3x30mg. per day. Although generic does not last as long as the Opana brand, taking 3 X per day (every 8 hours) works very well. Rarely do I have the level of pain I used to while taking other medicines. If I could take every 6 I do not think I would need to take as many IR pills as I do.""",8.0,14,97,after break neck back car accid i given mg oxycontin mg oxycodon ir day over period month effect decreas introduc opana work x better without euphor feel major due cost i switch opana er x mg day gener oxymorphon x mg day although gener last long opana brand take x day everi hour work well rare i level pain i use take medicin if i could everi i think i would need mani ir pill i
Testosterone,"Hypogonadism, Male","""It doesn&#039;t work for me. I have been on 6mg a day for four months (one 4mg and one 2mg patches). My testosterone was slightly above 100 before the patches and today is 11. That&#039;s right 11.""",1.0,7,69,it work i mg day four month mg mg patch my testosteron slightli patch today that right
Acetaminophen / aspirin / caffeine,Pain/Feve,"""I don&#039;t get headaches very often, but when I do they are bad. I take Excedrin, and it is gone in 20 minutes. """,10.0,9,98,i get headach often i bad i excedrin gone minut
Zoloft,Depression,"""I was very very bad at one point with my anxieyy and depression and the OCD, they were all working together against me, the horrible disgusting thoughts from the OCD was driving me into constant panic attacks and anxiety through the roof! Which drove me to stay in doors and avoid triggers which then pushed me into a deep deep depression, I&#039;ve been on zoloft now for about 6 months on a low dose of of 50mg, and I feel much better! I was able to go out and get a job which I am excelling at and got three raises in 4 months! I have felt a bit of the anxiety and ocd poking out once in a while but I may need to raise the dose but over all this med had changed my life so far, if you are in a rut and are down don&#039;t give up you can regain your life back!""",10.0,88,40,i bad point anxieyi depress ocd work togeth horribl disgust thought ocd drive constant panic attack anxieti roof which drove stay door avoid trigger push deep deep depress i zoloft month low dose mg i feel much better i abl go get job i excel got three rais month i felt bit anxieti ocd poke i may need rais dose chang life far rut give regain life back
Azithromycin,Bronchitis,"""I am allergic to most antibiotics, including Amoxicillin and Erythromycin. Upon reaching my 8th month of pregnancy, my family all came down with bronchitis and unfortunately I caught it as well .. the doctors prescribed me the Z Pack and within 24 hours I felt tremendously better, which says a lot, considering I was in so much pain I could hardly even function. It took away the body aches, the hot/cold sweats, the fever, and suppressed my coughing. Of the few antibiotics I&#039;m able, the Z Pack always has and will be my first choice - it never ceases to amaze me at how quickly and effectively it works! My whole family swears by it. Highly recommended, 10/10, and two thumbs up. The occasional side effect is worth it!""",10.0,34,28,i allerg antibiot includ amoxicillin erythromycin upon reach th month pregnanc famili came bronchiti unfortun i caught well doctor prescrib z pack within hour i felt tremend better say lot consid i much pain i could hardli even function it took away bodi ach hot cold sweat fever suppress cough of antibiot i abl z pack alway first choic never ceas amaz quickli effect work my whole famili swear highli recommend two thumb the occasion side effect worth
Lupron Depot,Uterine Fibroids,"""Had a large pedunctulated fibroid tumor on my uterus- shot was administered , they found my fibroid got larger after 3 months. Had to have a partial hysterectomy to have it removed so I could sit, drive and have sex without being uncomfortable or bleeding.  I had every side effect which was miserable. I had extreme hair loss (thinning) and I&#039;m still trying to grow it back... this drug did not work for me. It has been over a year.""",1.0,12,129,had larg pedunctul fibroid tumor uteru shot administ found fibroid got larger month had partial hysterectomi remov i could drive sex without uncomfort bleed i everi side effect miser i extrem hair loss thin i still tri grow back work it year
Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;m 35 years old with 4 kids. I got aubra birth control pills from planned parenthood. The first week was fantastic but on my second week, I noticed some acne or rashes on my forehead. By the end of the second week, it spread all over my FACE and CHEST""",3.0,3,23,i year old kid i got aubra birth control pill plan parenthood the first week fantast second week i notic acn rash forehead by second week spread face chest
Levora,Birth Control,"""After trying the patch, ring, and several pills I was recommended Levora by my doctor. It made my flow lighter and period shorter. I am sensitive to different birth control and the doctor said it is probably the additives. I went to planned parenthood for Levora but they do not carry that exact brand. This time they gave me Chateal to try. If you are having a problem with pills from the clinic it can be because of the additives, sometimes it is worth paying the $20 for name brands at the pharmacy. You can get a discount card to make it less expensive. I am worried to try another brand at this point.""",9.0,1,23,after tri patch ring sever pill i recommend levora doctor it made flow lighter period shorter i sensit differ birth control doctor said probabl addit i went plan parenthood levora carri exact brand thi time gave chateal tri if problem pill clinic addit sometim worth pay brand pharmaci you get discount card make less expens i worri tri anoth brand point
